レース馬番ID,レースID,レース日付,開催回数,競馬場コード,競馬場名,開催日数,競争条件,レース記号/[抽],レース記号/(馬齢),レース記号/牝,レース記号/(父),レース記号/(別定),レース記号/(混),レース記号/(ハンデ),レース記号/(抽),レース記号/(市),レース記号/(定量),レース記号/牡,レース記号/関東配布馬,レース記号/(指),レース記号/関西配布馬,レース記号/九州産馬,レース記号/見習騎手,レース記号/せん,レース記号/(国際),レース記号/[指],レース記号/(特指),レース番号,重賞回次,レース名,リステッド・重賞競走,障害区分,芝・ダート区分,芝・ダート区分2,右左回り・直線区分,内・外・襷区分,距離(m),天候,馬場状態1,馬場状態2,発走時刻,着順,着順注記,枠番,馬番,馬名,性別,馬齢,斤量,騎手,タイム,着差,1コーナー,2コーナー,3コーナー,4コーナー,上り,単勝,人気,馬体重,場体重増減,東西・外国・地方区分,調教師,馬主,賞金(万円)
19860201020906,198602010209,1986-08-03,1,2,函館,2,4歳以上900万下,,(馬齢),,,,,,,,,,,,,,,,,,,9,,松前特別 ,,,芝,,右,,2500,晴,良,,15:15,5.0,,6,6,サテンドール,牝,4,53.0,伊藤正徳,2:35.1,クビ,4.0,4.0,3.0,2.0,38.2,8.0,6.0,474.0,12.0,東,尾形充弘,谷川牧場,89.0
19860201020904,198602010209,1986-08-03,1,2,函館,2,4歳以上900万下,,(馬齢),,,,,,,,,,,,,,,,,,,9,,松前特別 ,,,芝,,右,,2500,晴,良,,15:15,6.0,,4,4,カツトップキング,牡,7,56.0,柴田政人,2:35.6,3,1.0,1.0,2.0,3.0,38.9,5.3,2.0,484.0,-2.0,東,和田正道,勝本正男,
19860201020901,198602010209,1986-08-03,1,2,函館,2,4歳以上900万下,,(馬齢),,,,,,,,,,,,,,,,,,,9,,松前特別 ,,,芝,,右,,2500,晴,良,,15:15,7.0,,1,1,オカポート,牡,8,56.0,玉井智光,2:35.8,1.1/2,4.0,4.0,5.0,7.0,38.8,10.7,7.0,496.0,4.0,東,佐藤征助,岡崎全宏,
19860201021005,198602010210,1986-08-03,1,2,函館,2,4歳以上オープン,,,,,(別定),(混),,,,,,,,,,,,,,,10,,巴賞 ,,,芝,,右,,1800,晴,良,,15:50,1.0,,5,5,ウインザーノット,牡,7,58.0,柴田政人,1:46.4,,2.0,2.0,2.0,2.0,36.4,1.2,1.0,470.0,-14.0,東,高松邦男,ホースマン,1400.0
19860201021002,198602010210,1986-08-03,1,2,函館,2,4歳以上オープン,,,,,(別定),(混),,,,,,,,,,,,,,,10,,巴賞 ,,,芝,,右,,1800,晴,良,,15:50,2.0,,2,2,カシマアーバン,牡,7,57.0,的場均,1:46.6,1.1/2,3.0,3.0,3.0,3.0,36.1,4.2,2.0,450.0,0.0,東,斎藤籌敬,松浦安雄,560.0
19860201021001,198602010210,1986-08-03,1,2,函館,2,4歳以上オープン,,,,,(別定),(混),,,,,,,,,,,,,,,10,,巴賞 ,,,芝,,右,,1800,晴,良,,15:50,3.0,,1,1,メジロデュレン,牡,4,53.0,村本善之,1:46.7,3/4,3.0,3.0,4.0,4.0,35.8,13.7,4.0,426.0,-4.0,西,池江泰郎,メジロ商事,350.0
19860201021003,198602010210,1986-08-03,1,2,函館,2,4歳以上オープン,,,,,(別定),(混),,,,,,,,,,,,,,,10,,巴賞 ,,,芝,,右,,1800,晴,良,,15:50,4.0,,3,3,ドウカンヤシマ,牡,7,59.0,大塚栄三,1:47.1,2.1/2,1.0,1.0,1.0,1.0,37.2,8.1,3.0,478.0,0.0,東,田中朋次,新井興業,210.0
19860201021004,198602010210,1986-08-03,1,2,函館,2,4歳以上オープン,,,,,(別定),(混),,,,,,,,,,,,,,,10,,巴賞 ,,,芝,,右,,1800,晴,良,,15:50,5.0,,4,4,カリスタカイザー,牡,4,54.0,田面木博,1:47.3,1.1/2,3.0,5.0,4.0,4.0,36.4,25.5,5.0,440.0,-18.0,東,高松邦男,原田享,140.0
19860201021110,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,1.0,,6,10,リキサンワイス,牡,5,57.0,柴田政人,1:41.5,,1.0,1.0,1.0,1.0,36.3,3.7,1.0,498.0,-6.0,東,奥平真治,高橋力造,510.0
19860201021101,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,2.0,,1,1,ミスカツラ,牝,4,53.0,的場均,1:42.1,3.1/2,4.0,6.0,6.0,4.0,36.3,12.8,7.0,450.0,14.0,東,柄崎義信,鈴木義孝,200.0
19860201021109,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,3.0,,5,9,ヤギリアンサー,牡,6,54.0,玉井智光,1:42.3,1.1/2,4.0,3.0,2.0,2.0,36.8,9.1,5.0,478.0,0.0,東,佐藤征助,内田勝治,130.0
19860201021108,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,4.0,,5,8,マルゴビクトリー,牡,4,54.0,中舘英二,1:42.5,1.1/4,8.0,6.0,2.0,4.0,36.9,5.3,2.0,450.0,4.0,東,加藤修甫,鹿倉護郎,77.0
19860201021111,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,5.0,,6,11,ベストレーベン,牡,4,55.0,杉浦宏昭,1:42.6,3/4,8.0,6.0,6.0,6.0,36.8,8.4,4.0,458.0,14.0,東,二本柳俊,佐伯一郎次,51.0
19860201021104,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,6.0,,3,4,クリノサンフォード,牡,5,54.0,谷中公一,1:43.0,2.1/2,2.0,2.0,2.0,2.0,37.6,6.1,3.0,456.0,10.0,東,松山吉三,栗山博,
19860201021103,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,7.0,,2,3,サクラアンバー,牡,4,55.0,東信二,1:43.3,1.3/4,2.0,3.0,9.0,8.0,37.2,16.8,10.0,466.0,12.0,東,境勝太郎,さくらコマース,
19860201021102,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,8.0,,2,2,ワカダーリング,牝,6,55.0,楠孝志,1:43.3,アタマ,13.0,13.0,13.0,12.0,37.0,27.7,12.0,428.0,-6.0,西,荻野光男,堀耕造,
19860201021112,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,9.0,,7,12,ドクターフレーム,牡,5,57.0,樋口弘,1:43.4,1/2,13.0,13.0,9.0,10.0,37.2,25.7,11.0,480.0,0.0,西,浜田光正,加藤章,
19860201021115,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,10.0,,8,15,ケイワゴールド,牡,5,57.0,木藤隆行,1:43.4,ハナ,8.0,11.0,9.0,10.0,37.2,16.1,9.0,428.0,0.0,東,柴田欣也,湯口智秀,
19860201021107,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,11.0,,4,7,オンワードテル,牡,5,57.0,加藤和宏,1:43.4,アタマ,13.0,13.0,13.0,13.0,37.0,29.5,13.0,488.0,18.0,東,二本柳俊,樫山純三,
19860201021114,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,12.0,,8,14,トーアファンタジア,牝,5,55.0,柏崎正次,1:44.2,5,4.0,3.0,2.0,7.0,38.6,74.5,15.0,428.0,-2.0,東,大久保良,東亜駿馬,
19860201021113,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,13.0,,7,13,サンエムルーラ,牝,5,55.0,佐藤正雄,1:44.4,1.1/2,8.0,6.0,6.0,8.0,38.6,14.4,8.0,474.0,-8.0,西,松田正弘,村上稔,
19860201021106,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,14.0,,4,6,インターミラクル,牝,4,52.0,田島裕和,1:44.9,3,4.0,6.0,9.0,14.0,38.7,70.8,14.0,494.0,10.0,西,福島勝,松岡正雄,
19860201021105,198602010211,1986-08-03,1,2,函館,2,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,11,,4歳以上400万下,,,芝,,右,,1700,晴,良,,16:20,15.0,,3,5,スーパースピリット,牡,4,55.0,松本達也,1:45.0,クビ,8.0,12.0,13.0,15.0,38.6,11.6,6.0,454.0,-6.0,西,中尾正,安田銀治,
19860201030106,198602010301,1986-08-09,1,2,函館,3,3歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,1,,3歳未勝利,,,芝,,右,,1200,晴,良,,11:05,1.0,,6,6,ハマナスニゾン,牡,3,53.0,柴田政人,1:11.2,,,,1.0,1.0,36.7,2.8,1.0,412.0,-6.0,東,矢野進,坂田正一,390.0
19860201030102,198602010301,1986-08-09,1,2,函館,3,3歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,1,,3歳未勝利,,,芝,,右,,1200,晴,良,,11:05,2.0,,2,2,キョウエイヒタチ,牡,3,53.0,郷原洋行,1:11.5,1.3/4,,,6.0,4.0,36.1,2.9,2.0,464.0,-2.0,東,山岡浩久,松岡正雄,160.0
19860201030104,198602010301,1986-08-09,1,2,函館,3,3歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,1,,3歳未勝利,,,芝,,右,,1200,晴,良,,11:05,3.0,,4,4,アサヒジンデン,牡,3,53.0,田面木博,1:11.8,2,,,2.0,2.0,37.0,9.4,5.0,406.0,4.0,東,高松邦男,黒岩統治郎,98.0
19860201030101,198602010301,1986-08-09,1,2,函館,3,3歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,1,,3歳未勝利,,,芝,,右,,1200,晴,良,,11:05,4.0,,1,1,ダイナハナコ,牝,3,53.0,本田優,1:12.0,3/4,,,2.0,2.0,37.2,3.7,3.0,460.0,-6.0,西,星川薫,社台レースホース,59.0
19860201030103,198602010301,1986-08-09,1,2,函館,3,3歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,1,,3歳未勝利,,,芝,,右,,1200,晴,良,,11:05,5.0,,3,3,テイーロマン,牡,3,53.0,柴田光陽,1:12.2,1.1/4,,,4.0,4.0,37.2,19.3,6.0,456.0,-4.0,西,清田十一,井門敏雄,39.0
19860201030105,198602010301,1986-08-09,1,2,函館,3,3歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,1,,3歳未勝利,,,芝,,右,,1200,晴,良,,11:05,6.0,,5,5,トネコミチ,牝,3,50.0,森勝義,1:12.8,3.1/2,,,5.0,6.0,37.7,4.8,4.0,422.0,-2.0,東,久恒久夫,利根川進,
19860201030203,198602010302,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,4歳未勝利,,,ダート,,右,,1700,晴,良,,11:35,1.0,,3,3,ケンテルジュン,牝,4,53.0,森次男,1:47.8,,1.0,1.0,1.0,1.0,39.7,6.1,5.0,468.0,8.0,西,中村覚之,下村健造,390.0
19860201030204,198602010302,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,4歳未勝利,,,ダート,,右,,1700,晴,良,,11:35,2.0,,4,4,ミナミノレデードン,牝,4,53.0,昆貢,1:48.0,1.1/2,2.0,2.0,2.0,2.0,39.7,1.8,1.0,396.0,2.0,西,庄野穂積,中根久治,160.0
19860201030202,198602010302,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,4歳未勝利,,,ダート,,右,,1700,晴,良,,11:35,3.0,,2,2,ツルマイカイハツ,牝,4,53.0,郷原洋行,1:48.7,4,2.0,3.0,3.0,3.0,39.9,6.0,4.0,454.0,10.0,東,梶与四松,平岩包雄,98.0
19860201030201,198602010302,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,4歳未勝利,,,ダート,,右,,1700,晴,良,,11:35,4.0,,1,1,スーパーパラダイス,牝,4,53.0,鹿戸雄一,1:48.9,1.1/4,4.0,4.0,5.0,5.0,39.7,6.0,3.0,442.0,10.0,東,久保田金,吉山悦子,59.0
19860201030206,198602010302,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,4歳未勝利,,,ダート,,右,,1700,晴,良,,11:35,5.0,,6,6,グレイスロッチ,牝,4,51.0,柿元嘉和,1:49.0,3/4,4.0,4.0,4.0,4.0,40.0,4.0,2.0,440.0,-4.0,西,清水久雄,中村和夫,39.0
19860201030205,198602010302,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,4歳未勝利,,,ダート,,右,,1700,晴,良,,11:35,6.0,,5,5,ダイナソールズ,牝,4,51.0,山田和広,1:53.2,大,4.0,4.0,6.0,6.0,42.6,27.4,6.0,462.0,0.0,西,坪正直,社台レースホース,
19860201030308,198602010303,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),,,,,,,,,,,,,,,,,,,3,,3歳新馬,,,芝,,右,,1200,晴,良,,12:05,1.0,,8,8,サクラチカラオー,牡,3,53.0,東信二,1:11.4,,,,1.0,1.0,36.6,4.8,2.0,460.0,-4.0,東,境勝太郎,さくらコマース,480.0
19860201030302,198602010303,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),,,,,,,,,,,,,,,,,,,3,,3歳新馬,,,芝,,右,,1200,晴,良,,12:05,2.0,,2,2,ウインストーン,牡,3,53.0,大塚栄三,1:12.2,5,,,6.0,2.0,36.7,15.4,6.0,474.0,0.0,東,吉野勇,細野久夫,190.0
19860201030303,198602010303,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),,,,,,,,,,,,,,,,,,,3,,3歳新馬,,,芝,,右,,1200,晴,良,,12:05,3.0,,3,3,イーストスキー,牡,3,52.0,中舘英二,1:13.2,6,,,5.0,5.0,37.9,10.0,4.0,446.0,0.0,東,成宮明光,加藤守,120.0
19860201030301,198602010303,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),,,,,,,,,,,,,,,,,,,3,,3歳新馬,,,芝,,右,,1200,晴,良,,12:05,4.0,,1,1,アケボノルックス,牡,3,53.0,猿橋重利,1:13.9,4,,,3.0,2.0,38.7,15.9,7.0,446.0,0.0,西,増本豊,丸井正貴,72.0
19860201030304,198602010303,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),,,,,,,,,,,,,,,,,,,3,,3歳新馬,,,芝,,右,,1200,晴,良,,12:05,5.0,,4,4,リキサンテュデナム,牡,3,53.0,柏崎正次,1:13.9,アタマ,,,6.0,8.0,38.4,5.8,3.0,480.0,0.0,東,奥平真治,高橋力造,48.0
19860201030305,198602010303,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),,,,,,,,,,,,,,,,,,,3,,3歳新馬,,,芝,,右,,1200,晴,良,,12:05,6.0,,5,5,モガミツバサ,牡,3,53.0,松本達也,1:14.3,2.1/2,,,6.0,5.0,38.7,14.6,5.0,472.0,0.0,西,藤岡範士,早坂太吉,
19860201030307,198602010303,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),,,,,,,,,,,,,,,,,,,3,,3歳新馬,,,芝,,右,,1200,晴,良,,12:05,7.0,,7,7,デイジートウショウ,牝,3,53.0,加賀武見,1:14.3,ハナ,,,2.0,4.0,39.3,1.7,1.0,496.0,0.0,東,新関力,トウショウ産業,
19860201030309,198602010303,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),,,,,,,,,,,,,,,,,,,3,,3歳新馬,,,芝,,右,,1200,晴,良,,12:05,8.0,,8,9,サンエムシンボル,牡,3,53.0,佐藤正雄,1:14.4,1/2,,,3.0,5.0,39.2,26.6,9.0,482.0,0.0,西,松田正弘,松本ヒデ子,
19860201030306,198602010303,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),,,,,,,,,,,,,,,,,,,3,,3歳新馬,,,芝,,右,,1200,晴,良,,12:05,9.0,,6,6,ハギノフォーユー,牡,3,53.0,柴田政人,1:14.4,アタマ,,,6.0,8.0,38.8,22.9,8.0,456.0,0.0,西,須貝彦三,日隈広吉,
19860201030408,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,1.0,,7,8,スティングラン,牝,3,53.0,猿橋重利,0:58.7,,,,1.0,1.0,35.5,19.9,7.0,456.0,0.0,西,大久保石,中村和夫,480.0
19860201030405,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,2.0,,5,5,コウチビクトリー,牝,3,53.0,加賀武見,0:59.4,4,,,2.0,2.0,36.1,4.5,2.0,432.0,4.0,東,阿部新生,細谷武男,190.0
19860201030406,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,3.0,,6,6,オーテルサツキ,牝,3,53.0,柴田政人,0:59.4,ハナ,,,6.0,4.0,35.5,14.6,6.0,418.0,0.0,東,畠山重則,太田照國,120.0
19860201030403,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,4.0,,3,3,ジョウシュウアサマ,牝,3,53.0,東信二,0:59.6,1,,,4.0,2.0,36.0,24.2,8.0,476.0,0.0,東,久恒久夫,佐藤義哉,72.0
19860201030402,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,5.0,,2,2,スリープアウェイ,牝,3,51.0,松永幹夫,1:00.1,3,,,6.0,6.0,36.2,7.6,5.0,446.0,0.0,西,田中良平,小田切有一,48.0
19860201030407,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,6.0,,6,7,マチカネパレス,牝,3,51.0,柿元嘉和,1:00.3,1.1/4,,,9.0,6.0,36.1,6.6,3.0,448.0,2.0,西,工藤嘉見,細川益男,
19860201030401,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,7.0,,1,1,メンヒ,牝,3,53.0,加藤和宏,1:00.4,3/4,,,11.0,10.0,35.8,28.4,10.0,442.0,0.0,東,大和田稔,河野魁,
19860201030404,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,8.0,,4,4,カツスワロー,牝,3,53.0,田面木博,1:00.5,1/2,,,9.0,9.0,36.3,41.2,11.0,434.0,0.0,東,稗田研二,勝田栄緒,
19860201030409,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,9.0,,7,9,クインズヒル,牝,3,53.0,玉谷峰男,1:00.6,3/4,,,3.0,5.0,37.1,6.9,4.0,416.0,0.0,西,玉谷敬治,酒巻英司,
19860201030410,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,10.0,,8,10,ダイナリフレッシュ,牝,3,53.0,本田優,1:00.8,1.1/2,,,4.0,6.0,37.2,24.6,9.0,444.0,2.0,西,渡辺栄,社台レースホース,
19860201030411,198602010304,1986-08-09,1,2,函館,3,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,4,,3歳新馬,,,芝,,右,,1000,晴,良,,13:05,11.0,,8,11,リップハンター,牝,3,53.0,武永祥,1:03.3,大,,,6.0,10.0,39.4,2.3,1.0,412.0,0.0,西,武平三,林豊雄,
19860201030501,198602010305,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),,,,(混),,,,,,,,,,,,,,,5,,4歳未勝利,,,芝,,右,,2000,晴,良,,13:35,1.0,,1,1,ブルージャネット,牝,4,52.0,中舘英二,2:03.0,,4.0,4.0,3.0,2.0,37.2,2.2,1.0,456.0,-6.0,東,加藤修甫,竹崎満,390.0
19860201030506,198602010305,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),,,,(混),,,,,,,,,,,,,,,5,,4歳未勝利,,,芝,,右,,2000,晴,良,,13:35,2.0,,6,6,ビッグサンデー,牡,4,55.0,鹿戸雄一,2:03.1,クビ,7.0,7.0,5.0,4.0,37.1,36.8,8.0,456.0,4.0,西,鹿戸明,高田久成,160.0
19860201030502,198602010305,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),,,,(混),,,,,,,,,,,,,,,5,,4歳未勝利,,,芝,,右,,2000,晴,良,,13:35,3.0,,2,2,ムービングスター,牡,4,55.0,樋口弘,2:03.5,2.1/2,2.0,2.0,2.0,2.0,37.8,9.3,5.0,462.0,10.0,西,吉岡八郎,森田藤治,98.0
19860201030507,198602010305,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),,,,(混),,,,,,,,,,,,,,,5,,4歳未勝利,,,芝,,右,,2000,晴,良,,13:35,4.0,,7,7,レッドウイング,牡,4,55.0,根本康広,2:03.5,アタマ,4.0,4.0,5.0,5.0,37.4,10.2,6.0,442.0,10.0,東,鈴木清,千屋レッド,59.0
19860201030505,198602010305,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),,,,(混),,,,,,,,,,,,,,,5,,4歳未勝利,,,芝,,右,,2000,晴,良,,13:35,5.0,,5,5,メジロベーレン,牝,4,53.0,村本善之,2:03.8,2,7.0,7.0,3.0,5.0,37.9,4.7,2.0,472.0,12.0,西,池江泰郎,メジロ牧場,39.0
19860201030503,198602010305,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),,,,(混),,,,,,,,,,,,,,,5,,4歳未勝利,,,芝,,右,,2000,晴,良,,13:35,6.0,,3,3,ゴールデングラス,牡,4,53.0,山田和広,2:04.1,2,1.0,1.0,1.0,1.0,38.4,17.6,7.0,496.0,14.0,西,坪正直,北野勝廣,
19860201030509,198602010305,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),,,,(混),,,,,,,,,,,,,,,5,,4歳未勝利,,,芝,,右,,2000,晴,良,,13:35,7.0,,8,9,シンボリソレイユ,牡,4,55.0,柴田政人,2:04.3,1,2.0,2.0,8.0,8.0,37.6,6.2,4.0,476.0,0.0,東,高松邦男,シンボリ牧場,
19860201030508,198602010305,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),,,,(混),,,,,,,,,,,,,,,5,,4歳未勝利,,,芝,,右,,2000,晴,良,,13:35,8.0,,8,8,ライラックゴールド,牡,4,55.0,猿橋重利,2:04.4,1/2,6.0,4.0,7.0,7.0,38.0,5.4,3.0,466.0,10.0,西,須貝彦三,中西均,
19860201030504,198602010305,1986-08-09,1,2,函館,3,4歳未勝利,,(馬齢),,,,(混),,,,,,,,,,,,,,,5,,4歳未勝利,,,芝,,右,,2000,晴,良,,13:35,9.0,,4,4,ニシノバルモス,牡,4,55.0,田所秀孝,2:06.7,大,9.0,9.0,9.0,9.0,39.6,37.9,9.0,458.0,-2.0,西,田所秀雄,西山正行,
19860201030602,198602010306,1986-08-09,1,2,函館,3,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳以上400万下,,,芝,,右,,1700,晴,良,,14:05,1.0,,2,2,ムードイカルス,牡,4,55.0,飯田明弘,1:42.9,,2.0,1.0,1.0,1.0,36.4,3.1,2.0,468.0,-8.0,西,庄野穂積,栗林英雄,510.0
19860201030610,198602010306,1986-08-09,1,2,函館,3,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳以上400万下,,,芝,,右,,1700,晴,良,,14:05,2.0,,8,10,サルノカレン,牡,4,53.0,松永幹夫,1:43.0,クビ,4.0,4.0,3.0,3.0,36.2,2.4,1.0,474.0,0.0,西,大沢真,猿丸進晤,200.0
19860201030608,198602010306,1986-08-09,1,2,函館,3,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳以上400万下,,,芝,,右,,1700,晴,良,,14:05,3.0,,7,8,アサクサビクター,牝,4,53.0,黛幸弘,1:43.3,2,1.0,2.0,2.0,2.0,36.8,14.6,7.0,406.0,2.0,東,保田隆芳,田原源一郎,130.0
19860201030604,198602010306,1986-08-09,1,2,函館,3,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳以上400万下,,,芝,,右,,1700,晴,良,,14:05,4.0,,4,4,フィリングイブキ,牡,4,55.0,松本達也,1:43.6,2,6.0,6.0,4.0,4.0,36.6,14.1,6.0,472.0,2.0,西,中尾正,伊吹,77.0
19860201030601,198602010306,1986-08-09,1,2,函館,3,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳以上400万下,,,芝,,右,,1700,晴,良,,14:05,5.0,,1,1,マノンジャクリン,牝,4,53.0,村本善之,1:43.8,1.1/2,9.0,10.0,7.0,5.0,36.5,16.8,8.0,472.0,10.0,西,坂田正行,柳井旦雄,51.0
19860201030609,198602010306,1986-08-09,1,2,函館,3,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳以上400万下,,,芝,,右,,1700,晴,良,,14:05,6.0,,8,9,ラガーエレクト,牡,4,55.0,大久保光,1:44.1,2,2.0,3.0,5.0,5.0,37.0,49.4,10.0,484.0,-6.0,西,大久保正,奥村啓二,
19860201030605,198602010306,1986-08-09,1,2,函館,3,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳以上400万下,,,芝,,右,,1700,晴,良,,14:05,7.0,,5,5,ナッツオーギ,牝,5,52.0,横山典弘,1:44.2,1/2,9.0,6.0,8.0,8.0,36.8,8.8,3.0,476.0,-8.0,東,西塚十勝,丹羽美信,
19860201030606,198602010306,1986-08-09,1,2,函館,3,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳以上400万下,,,芝,,右,,1700,晴,良,,14:05,8.0,,6,6,コインドフオルテ,牡,5,57.0,小谷内秀,1:44.4,1,4.0,4.0,5.0,5.0,37.3,9.8,5.0,544.0,-8.0,西,戸山為夫,中村大樹,
