レース馬番ID,レースID,レース日付,開催回数,競馬場コード,競馬場名,開催日数,競争条件,レース記号/[抽],レース記号/(馬齢),レース記号/牝,レース記号/(父),レース記号/(別定),レース記号/(混),レース記号/(ハンデ),レース記号/(抽),レース記号/(市),レース記号/(定量),レース記号/牡,レース記号/関東配布馬,レース記号/(指),レース記号/関西配布馬,レース記号/九州産馬,レース記号/見習騎手,レース記号/せん,レース記号/(国際),レース記号/[指],レース記号/(特指),レース番号,重賞回次,レース名,リステッド・重賞競走,障害区分,芝・ダート区分,芝・ダート区分2,右左回り・直線区分,内・外・襷区分,距離(m),天候,馬場状態1,馬場状態2,発走時刻,着順,着順注記,枠番,馬番,馬名,性別,馬齢,斤量,騎手,タイム,着差,1コーナー,2コーナー,3コーナー,4コーナー,上り,単勝,人気,馬体重,場体重増減,東西・外国・地方区分,調教師,馬主,賞金(万円)
19860101010102,198601010101,1986-06-07,1,1,札幌,1,4歳以上300万下,[抽],(馬齢),,,,,,,,,,,,,,,,,,,1,,4歳以上300万下,,,ダート,,右,,1500,晴,良,,11:05,1.0,,2,2,ワクセイ,牡,4,55.0,柏崎正次,1:34.3,,,7.0,3.0,1.0,38.6,2.1,1.0,468.0,0.0,東,宮沢今朝,アイ・ケイ・テイ・オーナーズ,290.0
19860101010103,198601010101,1986-06-07,1,1,札幌,1,4歳以上300万下,[抽],(馬齢),,,,,,,,,,,,,,,,,,,1,,4歳以上300万下,,,ダート,,右,,1500,晴,良,,11:05,2.0,,3,3,マツタカラオー,牡,4,55.0,国兼正浩,1:36.0,大,,4.0,3.0,4.0,40.3,7.0,4.0,430.0,4.0,東,斎藤籌敬,松井健一,120.0
19860101010105,198601010101,1986-06-07,1,1,札幌,1,4歳以上300万下,[抽],(馬齢),,,,,,,,,,,,,,,,,,,1,,4歳以上300万下,,,ダート,,右,,1500,晴,良,,11:05,3.0,,5,5,カンキョウヘルス,牡,4,55.0,古小路重,1:36.2,1.1/4,,1.0,2.0,3.0,40.6,59.1,6.0,460.0,-4.0,西,境直行,塚原金治,73.0
19860101010106,198601010101,1986-06-07,1,1,札幌,1,4歳以上300万下,[抽],(馬齢),,,,,,,,,,,,,,,,,,,1,,4歳以上300万下,,,ダート,,右,,1500,晴,良,,11:05,4.0,,6,6,スズタカエース,牡,5,57.0,小谷内秀,1:36.6,2.1/2,,2.0,1.0,2.0,41.2,2.1,2.0,456.0,14.0,西,坂口正大,鈴木隆,44.0
19860101010107,198601010101,1986-06-07,1,1,札幌,1,4歳以上300万下,[抽],(馬齢),,,,,,,,,,,,,,,,,,,1,,4歳以上300万下,,,ダート,,右,,1500,晴,良,,11:05,5.0,,7,7,クリヤーパーマン,牡,4,55.0,猿橋重利,1:37.4,5,,3.0,3.0,4.0,41.7,6.2,3.0,432.0,-6.0,西,荻野光男,勢戸澄雄,29.0
19860101010101,198601010101,1986-06-07,1,1,札幌,1,4歳以上300万下,[抽],(馬齢),,,,,,,,,,,,,,,,,,,1,,4歳以上300万下,,,ダート,,右,,1500,晴,良,,11:05,6.0,,1,1,ラガーヒム,牡,4,55.0,大久保光,1:38.1,4,,6.0,6.0,6.0,41.5,59.1,6.0,436.0,6.0,西,大久保正,奥村啓二,
19860101010104,198601010101,1986-06-07,1,1,札幌,1,4歳以上300万下,[抽],(馬齢),,,,,,,,,,,,,,,,,,,1,,4歳以上300万下,,,ダート,,右,,1500,晴,良,,11:05,7.0,,4,4,レミーファイヤー,牡,4,55.0,松田幸春,1:39.2,7,,4.0,6.0,7.0,42.7,24.2,5.0,450.0,4.0,西,大根田裕,石田嘉平,
19860101010203,198601010102,1986-06-07,1,1,札幌,1,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,3歳新馬,,,ダート,,右,,1000,晴,良,,11:35,1.0,,3,3,パンパードスキー,牝,3,53.0,津曲浩二,1:01.1,,,,1.0,1.0,37.7,4.2,2.0,488.0,0.0,東,藤原敏文,近嶋勇,480.0
19860101010205,198601010102,1986-06-07,1,1,札幌,1,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,3歳新馬,,,ダート,,右,,1000,晴,良,,11:35,2.0,,5,5,サクラハゴロモ,牝,3,53.0,小島太,1:01.5,2.1/2,,,3.0,3.0,37.6,1.2,1.0,444.0,0.0,東,境勝太郎,さくらコマース,190.0
19860101010206,198601010102,1986-06-07,1,1,札幌,1,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,3歳新馬,,,ダート,,右,,1000,晴,良,,11:35,3.0,,6,6,オカノアスティー,牝,3,50.0,松永幹夫,1:01.6,1/2,,,2.0,2.0,38.1,41.6,6.0,418.0,0.0,西,山本正司,岡崎貞夫,120.0
19860101010202,198601010102,1986-06-07,1,1,札幌,1,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,3歳新馬,,,ダート,,右,,1000,晴,良,,11:35,4.0,,2,2,トネコミチ,牝,3,53.0,木藤隆行,1:02.6,6,,,6.0,6.0,38.1,11.3,3.0,414.0,0.0,東,久恒久夫,利根川進,72.0
19860101010204,198601010102,1986-06-07,1,1,札幌,1,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,3歳新馬,,,ダート,,右,,1000,晴,良,,11:35,5.0,,4,4,ノーザンタイセイ,牝,3,53.0,猿橋重利,1:02.6,ハナ,,,3.0,4.0,38.6,19.2,5.0,444.0,0.0,西,高橋成忠,冨士田竹三,48.0
19860101010201,198601010102,1986-06-07,1,1,札幌,1,3歳新馬,,(馬齢),牝,,,,,,,,,,,,,,,,,,2,,3歳新馬,,,ダート,,右,,1000,晴,良,,11:35,6.0,,1,1,ステインサッポロ,牝,3,53.0,田面木博,1:03.1,3,,,5.0,4.0,39.0,17.9,4.0,446.0,0.0,東,佐々木猛,吉村敏治,
19860101010301,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,1.0,,1,1,ダイワエリート,牡,4,55.0,的場均,1:12.7,,,,3.0,3.0,37.0,2.0,1.0,502.0,-2.0,東,尾形盛次,大和商事,390.0
19860101010308,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,2.0,,7,8,スピードチャンプ,牝,4,53.0,栗田伸一,1:14.0,8,,,5.0,5.0,38.2,27.3,7.0,448.0,0.0,西,福永甲,辻牧場,160.0
19860101010309,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,3.0,,8,9,ハマナスレディ,牝,4,53.0,柴田政人,1:14.0,ハナ,,,1.0,1.0,38.6,4.8,3.0,466.0,10.0,東,中野隆良,坂田正一,98.0
19860101010306,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,4.0,,6,6,バルボア,牡,4,55.0,郷原洋行,1:14.0,アタマ,,,2.0,2.0,38.6,3.0,2.0,472.0,-2.0,東,柄崎義信,伊達秀和,59.0
19860101010307,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,5.0,,7,7,グリーンイール,牝,4,53.0,田面木博,1:14.5,3,,,3.0,4.0,38.8,27.0,6.0,438.0,6.0,東,古賀一隆,大崎浩一,39.0
19860101010302,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,6.0,,2,2,リックマーチス,牡,4,55.0,五十嵐忠,1:14.7,1.1/2,,,7.0,7.0,38.0,10.9,4.0,452.0,6.0,西,田所秀雄,池田秀雄,
19860101010310,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,7.0,,8,10,センターノーザン,牡,4,55.0,丸山雅夫,1:14.9,1.1/4,,,6.0,6.0,39.0,36.2,9.0,466.0,-4.0,西,高橋成忠,中野優,
19860101010303,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,8.0,,3,3,トナミホーザン,牝,4,53.0,木藤隆行,1:15.7,5,,,7.0,8.0,39.0,24.8,5.0,442.0,0.0,東,久恒久夫,砺波寿,
19860101010304,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,9.0,,4,4,ルナライト,牝,4,53.0,鍜治谷誠,1:15.9,1,,,9.0,9.0,38.8,87.8,10.0,404.0,8.0,西,上田三千,山本慎一,
19860101010305,198601010103,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,3,,4歳未勝利,,,ダート,,右,,1200,晴,良,,12:05,10.0,,5,5,シーローザ,牝,4,53.0,松田幸春,1:16.1,1.1/2,,,9.0,9.0,39.1,29.2,8.0,420.0,0.0,西,戌亥信義,藤田宗平,
19860101010403,198601010104,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,4,,4歳未勝利,,,ダート,,右,,1800,晴,良,,13:05,1.0,,3,3,マツトルネード,牝,4,53.0,佐藤吉勝,1:55.0,,3.0,3.0,1.0,1.0,39.9,18.6,7.0,480.0,-2.0,東,坂本栄三,松井健一,390.0
19860101010407,198601010104,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,4,,4歳未勝利,,,ダート,,右,,1800,晴,良,,13:05,2.0,,7,7,シンボリソレイユ,牡,4,55.0,柴田政人,1:55.4,2.1/2,6.0,5.0,5.0,2.0,39.9,6.3,4.0,488.0,8.0,東,高松邦男,シンボリ牧場,160.0
19860101010408,198601010104,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,4,,4歳未勝利,,,ダート,,右,,1800,晴,良,,13:05,3.0,,8,8,ツキノジェラル,牡,4,55.0,田面木博,1:56.1,4,4.0,4.0,2.0,2.0,40.9,4.3,2.0,436.0,6.0,東,栗田博憲,岡田牧雄,98.0
19860101010402,198601010104,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,4,,4歳未勝利,,,ダート,,右,,1800,晴,良,,13:05,4.0,,2,2,アサカハイウェー,牡,4,55.0,増田久,1:56.2,1/2,2.0,2.0,3.0,5.0,40.9,5.4,3.0,444.0,8.0,東,見上恒芳,佐久間有寿,59.0
19860101010404,198601010104,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,4,,4歳未勝利,,,ダート,,右,,1800,晴,良,,13:05,5.0,,4,4,サンエムダイオー,牡,4,55.0,佐藤正雄,1:56.8,3.1/2,8.0,8.0,3.0,2.0,41.5,1.9,1.0,524.0,0.0,西,松田正弘,松本肇,39.0
19860101010401,198601010104,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,4,,4歳未勝利,,,ダート,,右,,1800,晴,良,,13:05,6.0,,1,1,アトランタヒリウ,牡,4,55.0,大塚栄三,1:56.9,クビ,1.0,1.0,8.0,6.0,41.3,13.2,5.0,454.0,8.0,東,佐々木猛,オカニワ,
19860101010406,198601010104,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,4,,4歳未勝利,,,ダート,,右,,1800,晴,良,,13:05,7.0,,6,6,ムーンフェスタ,牝,4,53.0,原昌久,1:57.7,5,6.0,5.0,5.0,6.0,42.3,25.4,8.0,458.0,0.0,東,本郷重彦,高橋賢一,
19860101010405,198601010104,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,4,,4歳未勝利,,,ダート,,右,,1800,晴,良,,13:05,8.0,,5,5,スリーヘブン,牡,4,55.0,鍜治谷誠,1:58.0,2,4.0,5.0,5.0,6.0,42.6,17.0,6.0,450.0,-6.0,西,上田三千,永井商事,
19860101010506,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,1.0,,6,6,ツルマイアラシ,牡,4,55.0,宮田仁,1:34.1,,,1.0,1.0,1.0,40.0,30.7,8.0,414.0,-6.0,東,梶与四松,平岩包雄,390.0
19860101010504,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,2.0,,4,4,ビバヤングシチー,牝,4,53.0,本田優,1:34.5,2.1/2,,2.0,4.0,4.0,39.3,6.7,3.0,460.0,6.0,東,見上恒芳,友駿ホースクラブ,160.0
19860101010508,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,3.0,,7,8,モミジエスケー,牝,4,50.0,横山典弘,1:34.5,ハナ,,10.0,8.0,8.0,38.4,15.8,6.0,426.0,2.0,東,石栗龍雄,黄書成,98.0
19860101010503,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,4.0,,3,3,ハクバシズカ,牡,4,55.0,猿橋重利,1:34.5,アタマ,,5.0,4.0,4.0,39.3,18.8,7.0,444.0,2.0,西,湯浅三郎,白馬,59.0
19860101010501,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,5.0,,1,1,ウイッレ,牝,4,53.0,柴田政人,1:34.7,1.1/2,,7.0,7.0,6.0,39.0,8.0,5.0,422.0,-4.0,東,新関力,三島武,39.0
19860101010505,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,6.0,,5,5,スリーセブンホーリ,牡,4,55.0,杉浦宏昭,1:34.8,1/2,,2.0,2.0,2.0,40.6,2.2,1.0,468.0,6.0,東,二本柳俊,堀平四郎,
19860101010509,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,7.0,,7,9,ウォーターブルー,牝,4,53.0,五十嵐忠,1:36.3,9,,8.0,4.0,6.0,41.0,7.4,4.0,432.0,0.0,西,田所秀雄,山岡良一,
19860101010507,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,8.0,,6,7,ウエスタンオーカン,牡,4,55.0,郷原洋行,1:36.4,クビ,,2.0,3.0,3.0,42.1,3.8,2.0,488.0,8.0,東,石毛善衛,西川,
19860101010502,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,9.0,,2,2,オセアンブルー,牡,4,55.0,田面木博,1:36.8,2.1/2,,5.0,8.0,9.0,40.7,56.5,10.0,524.0,8.0,東,高松邦男,森繁久彌,
19860101010510,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,10.0,,8,10,ヒーローインター,牡,4,55.0,飯田明弘,1:37.1,1.3/4,,9.0,10.0,10.0,40.2,36.2,9.0,472.0,2.0,西,新井仁,茶谷輝夫,
19860101010511,198601010105,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,(父),,,,,,,,,,,,,,,,,5,,4歳未勝利,,,ダート,,右,,1500,晴,良,,13:35,11.0,,8,11,クラエイコー,牝,4,50.0,松永幹夫,1:41.4,大,,11.0,11.0,11.0,43.7,73.6,11.0,476.0,0.0,西,大久保正,倉見眞實,
19860101010607,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,1.0,,7,7,ダンディブーン,牡,4,55.0,斉藤博美,1:12.7,,,,2.0,2.0,37.9,39.7,9.0,470.0,6.0,西,斉藤義美,矢野文雄,390.0
19860101010608,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,2.0,,7,8,リーガルシンセイ,牡,4,55.0,大塚栄三,1:13.9,7,,,5.0,4.0,38.2,16.9,8.0,480.0,0.0,東,森安弘昭,田部井誠一,160.0
19860101010606,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,3.0,,6,6,イブキシンプウザン,牡,4,55.0,猿橋重利,1:14.0,1/2,,,2.0,1.0,39.3,1.7,1.0,490.0,-4.0,西,大久保石,伊吹,98.0
19860101010603,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,4.0,,3,3,シンイメージ,牝,4,53.0,飯田明弘,1:14.0,アタマ,,,7.0,6.0,38.0,14.2,7.0,456.0,-2.0,西,高橋成忠,林幸雄,59.0
19860101010602,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,5.0,,2,2,イブキハピネス,牝,4,53.0,本田優,1:14.9,5,,,7.0,6.0,38.9,6.8,2.0,434.0,2.0,西,中尾謙太,伊吹,39.0
19860101010609,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,6.0,,8,9,ライトブレベス,牡,4,55.0,池田雄彦,1:15.3,2.1/2,,,6.0,8.0,39.5,8.8,4.0,460.0,8.0,西,安藤正敏,吉岡泰治,
19860101010605,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,7.0,,5,5,ヒロノビード,牡,4,55.0,松田幸春,1:15.4,1/2,,,1.0,2.0,40.8,11.8,6.0,468.0,10.0,西,玉谷敬治,廣嶋誠二,
19860101010601,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,8.0,,1,1,デスペレート,牝,4,50.0,松永幹夫,1:15.6,1.1/4,,,4.0,4.0,40.5,9.9,5.0,394.0,-2.0,西,山本正司,向別牧場,
19860101010610,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,9.0,,8,10,テツノエンゼル,牝,4,53.0,吉永良人,1:16.0,2.1/2,,,9.0,9.0,39.7,7.3,3.0,406.0,0.0,西,工藤嘉見,藤原昭三,
19860101010604,198601010106,1986-06-07,1,1,札幌,1,4歳未勝利,,(馬齢),,,,,,,,,,,,,,,,,,,6,,4歳未勝利,,,ダート,,右,,1200,晴,良,,14:05,10.0,,4,4,ケイアイゼルマ,牝,4,53.0,稲葉的海,1:16.1,1/2,,,10.0,10.0,39.0,45.0,10.0,388.0,0.0,西,鹿戸明,ケイアイホース,
19860101010709,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,1.0,,7,9,メジロイバノ,牡,5,57.0,的場均,1:53.8,,2.0,3.0,3.0,2.0,38.9,2.0,1.0,500.0,2.0,東,大久保洋,メジロ商事,510.0
19860101010706,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,2.0,,6,6,エプソムマリー,牝,5,55.0,郷原洋行,1:53.9,クビ,9.0,9.0,7.0,6.0,38.3,11.3,6.0,428.0,-8.0,東,梶与四松,ジャパン・ホースマン・クラブ,200.0
19860101010702,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,3.0,,2,2,グレートヘンリー,牡,4,55.0,猿橋重利,1:54.1,1.1/4,9.0,9.0,9.0,10.0,38.4,35.0,11.0,382.0,-12.0,西,荻野光男,小川喜久雄,130.0
19860101010704,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,4.0,,4,4,フセシバオー,牡,4,55.0,柴田政人,1:54.3,1.1/2,6.0,6.0,5.0,5.0,38.9,6.6,3.0,456.0,-4.0,東,新関力,浮田商事,77.0
19860101010703,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,5.0,,3,3,サンエムクイーン,牝,6,55.0,佐藤正雄,1:54.3,ハナ,2.0,2.0,2.0,1.0,39.5,6.2,2.0,534.0,12.0,西,松田正弘,村上稔,51.0
19860101010711,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,6.0,,8,11,ミラクルバロン,牡,5,57.0,国兼正浩,1:54.4,クビ,1.0,1.0,1.0,2.0,39.7,27.8,9.0,478.0,36.0,東,見上恒芳,ミラクル商事,
19860101010710,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,7.0,,8,10,ミホノバージ,牡,5,57.0,田面木博,1:54.9,3,4.0,4.0,3.0,4.0,40.0,33.5,10.0,440.0,-4.0,東,高松邦男,堤勘時,
19860101010707,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,8.0,,6,7,ダイワグリーン,牡,4,55.0,佐藤吉勝,1:55.1,1,8.0,7.0,9.0,6.0,39.4,10.8,5.0,444.0,2.0,東,坂本栄三,大和商事,
19860101010701,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,9.0,,1,1,アズサマーチ,牝,5,55.0,古小路重,1:55.2,クビ,7.0,7.0,7.0,6.0,39.6,7.8,4.0,468.0,8.0,西,夏村辰男,神野仁,
19860101010705,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,10.0,,5,5,オサイチスペンサー,牡,5,57.0,松田幸春,1:55.7,3,11.0,11.0,9.0,10.0,39.9,24.9,8.0,466.0,2.0,西,土門一美,野出長一,
19860101010708,198601010107,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,(父),,,,,,,,,,,,,,,,,7,,4歳以上400万下,,,ダート,,右,,1800,晴,良,,14:40,11.0,,7,8,アイシュンドリーム,牡,5,57.0,鹿戸雄一,1:56.1,2.1/2,4.0,4.0,5.0,6.0,40.8,12.8,7.0,484.0,4.0,西,鹿戸幸治,井堂孝純,
19860101010806,198601010108,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,8,,ニセコ特別 ,,,ダート,,右,,1500,晴,良,,15:15,1.0,,6,6,キョウワダイモン,牡,4,55.0,飯田明弘,1:32.1,,,10.0,8.0,6.0,37.6,40.6,11.0,466.0,10.0,西,新井仁,浅川吉男,690.0
19860101010805,198601010108,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,8,,ニセコ特別 ,,,ダート,,右,,1500,晴,良,,15:15,2.0,,5,5,ウインブレスト,牡,6,57.0,的場均,1:32.2,1/2,,5.0,3.0,2.0,38.4,3.2,2.0,468.0,-4.0,東,石栗龍雄,北野勝廣,280.0
19860101010804,198601010108,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,8,,ニセコ特別 ,,,ダート,,右,,1500,晴,良,,15:15,3.0,,4,4,カプリチオ,牡,6,57.0,杉浦宏昭,1:32.4,1.1/4,,3.0,3.0,2.0,38.6,9.6,4.0,478.0,0.0,東,大和田稔,阿部善男,170.0
19860101010803,198601010108,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,8,,ニセコ特別 ,,,ダート,,右,,1500,晴,良,,15:15,4.0,,3,3,フィリングイブキ,牡,4,55.0,松本達也,1:32.8,2.1/2,,11.0,11.0,9.0,38.0,17.8,7.0,478.0,14.0,西,中尾正,伊吹,100.0
19860101010810,198601010108,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,8,,ニセコ特別 ,,,ダート,,右,,1500,晴,良,,15:15,5.0,,8,10,ウォーターリブ,牝,4,53.0,五十嵐忠,1:33.3,3,,1.0,1.0,1.0,40.1,6.5,3.0,456.0,2.0,西,田所秀雄,山岡良一,69.0
19860101010811,198601010108,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,8,,ニセコ特別 ,,,ダート,,右,,1500,晴,良,,15:15,6.0,,8,11,デマベンド,牡,6,57.0,郷原洋行,1:33.7,2.1/2,,5.0,6.0,8.0,39.5,9.7,5.0,452.0,-2.0,東,久恒久夫,小畑安雄,
19860101010801,198601010108,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,8,,ニセコ特別 ,,,ダート,,右,,1500,晴,良,,15:15,7.0,,1,1,ヒダプレス,牝,5,55.0,柴田政人,1:33.7,ハナ,,7.0,6.0,6.0,39.6,2.4,1.0,500.0,12.0,東,稗田研二,稗田牧場,
19860101010809,198601010108,1986-06-07,1,1,札幌,1,4歳以上400万下,,(馬齢),,,,,,,,,,,,,,,,,,,8,,ニセコ特別 ,,,ダート,,右,,1500,晴,良,,15:15,8.0,,7,9,エベレスシロー,牡,5,57.0,鹿戸雄一,1:33.7,ハナ,,4.0,3.0,5.0,39.8,25.4,8.0,444.0,14.0,東,久保田金,西山正行,
